Candidate,Party,Criminal Cases,Education,Age,Total Assets,Constituency,Liabilities,Winner,Gender,Year
P Ramakrishna,RKSP,0,Not Given,42,,Malkajgiri,2100000,0,M,2009
S D Krishnamurthy,TNPP,0,Post Graduate,51,1430000,Malkajgiri,0,0,M,2009
S.Victor,IND,0,10th Pass,40,882000,Malkajgiri,0,0,M,2009
Thulla Devender Goud,PRAP,0,Graduate,56,352257953,Malkajgiri,0,0,M,2009
Vijaya Shanthi .M,TRS,0,10th Pass,43,271066905,Medak,0,1,F,2009
D.Yadeshwar,BSP(AP),0,Graduate,46,110000,Medak,0,0,M,2009
K. Sudheer Reddy,LSP,0,Post Graduate,37,3810013,Medak,0,0,M,2009
Khaja Quayum Anwar Md.,PRAP,0,Graduate Professional,45,5290000,Medak,0,0,M,2009
Kovuri Prabhakar,PPOI,0,Not Given,51,824000,Medak,0,0,M,2009
Kundeti Ravi,IND,0,Post Graduate,32,226586,Medak,0,0,M,2009
Narendranath Chaganla,INC,0,12th Pass,45,562290014,Medak,8977996,0,M,2009
P. Niroop Reddy,BJP,0,Post Graduate,50,22746000,Medak,1490000,0,M,2009
Y.Shankar Goud,BSP,0,Post Graduate,44,3336000,Medak,0,0,M,2009
Dr. Manda Jagannath,INC,0,Post Graduate,57,28126000,Nagarkurnool,3123000,1,M,2009
A.V.Shiva Kumar,IND,0,10th Pass,42,500000,Nagarkurnool,180000,0,M,2009
A.Venkatesh,IND,0,12th Pass,27,,Nagarkurnool,0,0,M,2009
Devani Satyanarayana,PRAP,3,Not Given,38,395000,Nagarkurnool,200000,0,M,2009
G. Vidyasagar,LSP,0,Graduate,60,1011000,Nagarkurnool,0,0,M,2009
Guvvala Balaraj,TRS,0,Graduate Professional,31,22769600,Nagarkurnool,9560000,0,M,2009
Hanumanthu,IND,0,10th Pass,28,1563000,Nagarkurnool,23000,0,M,2009
N.Kurumaiah,IND,0,Not Given,27,,Nagarkurnool,0,0,M,2009
S.P.Ferry Roy,IND,0,Graduate,27,210000,Nagarkurnool,0,0,M,2009
Sirigiri Mannem,IND,0,Graduate,36,250000,Nagarkurnool,0,0,M,2009
Srinivas,IND,0,12th Pass,35,,Nagarkurnool,0,0,M,2009
T. Ratnakar,BJP,0,Doctorate,50,2608046,Nagarkurnool,0,0,M,2009
Tangirala Paramjyothi,BSP,0,Post Graduate,50,6650000,Nagarkurnool,3000000,0,M,2009
Gutha Sukender Reddy,INC,0,12th Pass,55,16040830,Nalgonda,16662997,1,M,2009
A. Nageshwar Rao,PPOI,0,Not Given,59,1043501,Nalgonda,0,0,M,2009
Boalla Karunakar,IND,0,Not Given,33,,Nalgonda,0,0,M,2009
Bollusani Krishnaiah,IND,0,10th Pass,45,250000,Nalgonda,0,0,M,2009
Daida Lingaiah,IND,0,Not Given,51,125000,Nalgonda,0,0,M,2009
Kv Srinivasa Charyulu,IND,0,Post Graduate,30,1044077,Nalgonda,0,0,M,2009
Marry Nehemiah,IND,0,12th Pass,55,80000,Nalgonda,0,0,M,2009
Md. Nazeemuddin,IND,0,Graduate,50,476517,Nalgonda,0,0,M,2009
Nazeeruddin,BSP,0,Graduate,50,476517,Nalgonda,0,0,M,2009
P. Karuna,PRAP,2,Graduate,52,11891555,Nalgonda,4271877,0,M,2009
Shaik Ahmed,IND,0,Not Given,57,,Nalgonda,0,0,M,2009
Suravaram Sudhakar Reddy,CPI,0,Graduate Professional,67,3724417,Nalgonda,429800,0,M,2009
Vedire Sreeram,BJP,0,Post Graduate,39,6365250,Nalgonda,25207,0,M,2009
Yalagandula Ramu,IND,0,10th Pass,41,,Nalgonda,0,0,M,2009
S.P.Y.Reddy,INC,1,Graduate Professional,59,92821000,Nandyal,0,0,M,2009
A.U.Farooq,IND,0,5th Pass,26,1010000,Nandyal,0,0,M,2009
Abdul Sattar . G,B. C. United Front,0,10th Pass,26,600000,Nandyal,0,0,M,2009
Ambati Rameswara Reddy,IND,0,Not Given,35,700000,Nandyal,0,0,M,2009
B.P.Kambagiri Swamy,IND,1,10th Pass,36,450000,Nandyal,0,0,M,2009
B.R.L.Reddy,IND,1,10th Pass,40,1841700,Nandyal,1204000,0,M,2009
B.V.Rami Reddy,IND,0,Graduate,47,450000,Nandyal,0,0,M,2009
Bhuma Venkata Nagi Reddy,PRAP,0,12th Pass,45,68271000,Nandyal,7465000,0,M,2009
G.Balaswamy,IND,0,Post Graduate,37,543820,Nandyal,0,0,M,2009
Gali Rama Subba Reddy,IND,0,5th Pass,33,160000,Nandyal,30000,0,M,2009
K.Arther Pancharatnam,IND,0,12th Pass,42,,Nandyal,10000,0,M,2009
Nasyam Mohammed Farook,TDP,0,10th Pass,57,29170000,Nandyal,0,0,M,2009
Pichhike Narendra Dev,RKSP,0,10th Pass,39,28000,Nandyal,0,0,M,2009
Rama Jagannadha Reddy Tamidela,LSP,0,Not Given,34,785000,Nandyal,0,0,M,2009
S.Mohammed Ismail,BSP,0,12th Pass,39,395000,Nandyal,0,0,M,2009
Sadhu Veera Venkata Ramanaiah,RDMP,0,12th Pass,35,807000,Nandyal,0,0,M,2009
Singam Venkateshwara Reddy,IND,1,8th Pass,35,708500,Nandyal,50000,0,M,2009
T.Mahesh Naidu,IND,0,Illiterate,27,6500,Nandyal,0,0,M,2009
T.Srinuvasulu,IND,0,Illiterate,38,750000,Nandyal,200000,0,M,2009
V.Seshi Reddy,IND,0,10th Pass,33,2235000,Nandyal,550000,0,M,2009
Venugopala Reddy Modugula,TDP,2,Graduate Professional,42,27493309,Narasaraopet,51964,0,M,2009
Annamraju Venugopala Madhava Rao,IND,0,Graduate Professional,37,210000,Narasaraopet,0,0,M,2009
Atchala Narasimha Rao,IND,0,Graduate Professional,39,212000,Narasaraopet,0,0,M,2009
Balashowry Vallabhaneni,INC,0,Graduate,42,1219428113,Narasaraopet,9984,0,M,2009
Bejjam Ratnakara Rao,BSP,0,Graduate,48,1666568,Narasaraopet,0,0,M,2009
Ganugapenta Uttama Reddy,LSP,0,Graduate,30,182000,Narasaraopet,0,0,M,2009
Katamaraju Nalagorla,IND,0,Post Graduate,61,100000,Narasaraopet,0,0,M,2009
Ramadugu Venkata Subba Rao,SP,0,Graduate,45,5580000,Narasaraopet,6200000,0,M,2009
S.G. Mastan Vali,PPOI,0,Not Given,31,10000,Narasaraopet,0,0,M,2009
Shaik Syed Saheb,PRAP,0,Graduate,67,16125000,Narasaraopet,5500000,0,M,2009
Srinivasa Reddy Kesari,IND,0,12th Pass,40,240000,Narasaraopet,549061,0,M,2009
Vallepu Krupa Rao,BJP,0,8th Pass,51,2576000,Narasaraopet,0,0,M,2009
Yampati Veeranjaneya Reddy,IND,0,10th Pass,38,,Narasaraopet,0,0,M,2009
Bapiraju Kanumuru,INC,0,10th Pass,61,30574013,Narsapuram,3812438,1,M,2009
Alluri Yugandhara Raju,PPOI,0,Post Graduate,44,1685000,Narsapuram,0,0,M,2009
Bhupathiraju Srinivasa Varma,BJP,0,Post Graduate,41,2514050,Narsapuram,0,0,M,2009
Gubbala Tammaiah,PRAP,0,Doctorate,61,5869653,Narsapuram,825248,0,M,2009
Kalidindi Bhimaraju,IND,0,Post Graduate,73,21087052,Narsapuram,50000,0,M,2009
Kalidindi Viswanadha Raju,BSP,0,12th Pass,39,9577900,Narsapuram,2785000,0,M,2009
M V R Raju,RDMP,0,10th Pass,35,15000,Narsapuram,0,0,M,2009
Manorama Sanku,LSP,0,Post Graduate,62,8972000,Narsapuram,0,0,F,2009
Navundru Rajendra Prasad,BSSP,0,10th Pass,44,799500,Narsapuram,0,0,M,2009
M Rajamohan Reddy,INC,0,Graduate Professional,59,363462696,Nellore,0,1,M,2009
Bathina Narasimha Rao,BJP,0,Not Given,65,11187000,Nellore,1500000,0,M,2009
D Venkata Bhaskar Reddy,IND,0,10th Pass,37,140000,Nellore,0,0,M,2009
Jana Ramachandraiah,PRAP,0,Graduate Professional,56,148473064,Nellore,54864453,0,M,2009
Karimulla,IND,0,12th Pass,42,25000,Nellore,0,0,M,2009
M Chandra Sekhar Yadav,IND,0,Doctorate,40,680000,Nellore,0,0,M,2009
S Padma Nageswara Rao,BSP,0,Not Given,59,2750000,Nellore,0,0,M,2009
S Satyanarayana,PPOI,0,Graduate,41,,Nellore,0,0,M,2009
Syed Hamza Hussainy,IND,0,Graduate Professional,46,2750000,Nellore,200079,0,M,2009
V Venu Gopala Reddy,TDP,0,Post Graduate,59,40291993,Nellore,0,0,M,2009
Vemuri Bhaskara Rao,LSP,0,Graduate Professional,36,4330000,Nellore,591000,0,M,2009
Madhu Yaskhi Goud,INC,0,Post Graduate,50,119108338,NELLORE :BYE ELECTION ON 12-06-2012,15422084,0,M,2009
Aaris Mohammed,IND,0,10th Pass,46,16554,NELLORE :BYE ELECTION ON 12-06-2012,0,0,M,2009
Bigala Ganesh,TRS,0,Graduate Professional,39,38799851,NELLORE :BYE ELECTION ON 12-06-2012,422292,0,M,2009
D.S.R. Chaudary,LSP,0,Not Given,52,12355847,NELLORE :BYE ELECTION ON 12-06-2012,2496889,0,M,2009
Gaddam Srinivas,IND,0,Doctorate,47,11437000,NELLORE :BYE ELECTION ON 12-06-2012,0,0,M,2009
Jala Bapu Reddy,BJP,0,Post Graduate,59,7089760,NELLORE :BYE ELECTION ON 12-06-2012,0,0,M,2009
Kandem Prabhakar,IND,0,10th Pass,44,2100000,NELLORE :BYE ELECTION ON 12-06-2012,0,0,M,2009
P. Vinay Kumar,PRAP,0,Post Graduate,51,183208378,NELLORE :BYE ELECTION ON 12-06-2012,68550,0,M,2009
Rapelly Srinivas,IND,0,Graduate,34,45000,NELLORE :BYE ELECTION ON 12-06-2012,0,0,M,2009
S Sujatha,Trilinga Praja Pragati Party,0,Not Given,43,,NELLORE :BYE ELECTION ON 12-06-2012,4000,0,M,2009
V Sathyanarayana Murthy,PPOI,0,Doctorate,51,9435000,NELLORE :BYE ELECTION ON 12-06-2012,762315,0,M,2009
Y Ramulu,BSP,0,Graduate,53,,NELLORE :BYE ELECTION ON 12-06-2012,0,0,M,2009
Madhu Yaskhi Goud,INC,0,Post Graduate,50,119108338,Nizamabad,15422084,1,M,2009
Aaris Mohammed,IND,0,10th Pass,46,16554,Nizamabad,0,0,M,2009
Bigala Ganesh,TRS,0,Graduate Professional,39,38799851,Nizamabad,422292,0,M,2009
D.S.R. Chaudary,LSP,0,Not Given,52,12355847,Nizamabad,2496889,0,M,2009
Gaddam Srinivas,IND,0,Doctorate,47,11437000,Nizamabad,0,0,M,2009
Jala Bapu Reddy,BJP,0,Post Graduate,59,7089760,Nizamabad,0,0,M,2009
Kandem Prabhakar,IND,0,10th Pass,44,2100000,Nizamabad,0,0,M,2009
P. Vinay Kumar,PRAP,0,Post Graduate,51,183208378,Nizamabad,68550,0,M,2009
Rapelly Srinivas,IND,0,Graduate,34,45000,Nizamabad,0,0,M,2009
S Sujatha,Trilinga Praja Pragati Party,0,Not Given,43,,Nizamabad,4000,0,F,2009
V Sathyanarayana Murthy,PPOI,0,Doctorate,51,9435000,Nizamabad,762315,0,M,2009
Y Ramulu,BSP,0,Graduate,53,,Nizamabad,0,0,M,2009
Magunta Srinivasulu Reddy,INC,0,Graduate,55,102065901,Ongole,0,1,M,2009
Chaluvadi Srinivasarao,PPOI,0,10th Pass,38,60000,Ongole,0,0,M,2009
Madduluri Malakondaiah Yadav,TDP,0,Graduate,47,90741921,Ongole,8347977,0,M,2009
Mandava Vasudeva,BJP,0,12th Pass,56,272711,Ongole,185460,0,M,2009
Nalamalapu Lakshminarasareddy,IND,0,Graduate,40,530500,Ongole,0,0,M,2009
Pidathala Sai Kalpana,PRAP,0,12th Pass,50,10472574,Ongole,0,0,M,2009
Shaik Shajahan,IND,0,12th Pass,49,843000,Ongole,0,0,M,2009
Dr. G. Vivekanand,INC,0,Graduate Professional,51,729509675,Peddapalle,0,1,M,2009
A. David Raju,PRAP,1,10th Pass,36,1460000,Peddapalle,0,0,M,2009
A.Kamalamma,IND,0,Not Given,36,155000,Peddapalle,0,0,F,2009
Ambala Mahendar,IND,0,5th Pass,38,,Peddapalle,0,0,M,2009
B.Mallaiah,IND,0,Not Given,32,,Peddapalle,0,0,M,2009
D.Ramulu,IND,0,5th Pass,51,300000,Peddapalle,0,0,M,2009
Domasa Srinivas,TRS,2,12th Pass,41,4179400,Peddapalle,1950000,0,M,2009
Gaddala Vinay Kumar,IND,0,8th Pass,51,5284500,Peddapalle,1050,0,M,2009
Gajjela Swamy,BSP,0,10th Pass,49,1574000,Peddapalle,0,0,M,2009
Gorre Ramesh,IND,0,Graduate Professional,42,300000,Peddapalle,0,0,M,2009
K.Rajaswar,IND,0,Not Given,38,,Peddapalle,0,0,F,2009
Krishna Sabbali,MCPI(S),0,Not Given,39,,Peddapalle,30000,0,M,2009
Mathangi Narsaiah,BJP,0,Post Graduate,63,8914000,Peddapalle,7000,0,M,2009
Nallala Kanukaiah,IND,0,10th Pass,39,67500,Peddapalle,0,0,M,2009
S.Laxmaiah,IND,0,10th Pass,41,350000,Peddapalle,50000,0,M,2009
V Arun Kumar,INC,2,Graduate Professional,53,13073077,Rajahmundry,979680,0,M,2009
Dr. Paladugu Chandramouli,LSP,0,Graduate Professional,69,6418000,Rajahmundry,45000,0,M,2009
M Murali Mohan,TDP,0,12th Pass,68,140109874,Rajahmundry,3554215,0,M,2009
M Papi Reddy,Trilinga Praja Pragati Party,1,10th Pass,29,,Rajahmundry,0,0,M,2009
M Ramakrishna Rao,IND,0,Graduate Professional,51,1000630,Rajahmundry,0,0,M,2009
Meda Srinivas,RPC(S),8,Post Graduate,29,5124000,Rajahmundry,48000,0,M,2009
P Ganeswara Rao,IND,0,Post Graduate,46,360000,Rajahmundry,0,0,M,2009
S Subhalakshmi,IND,0,10th Pass,44,20000,Rajahmundry,0,0,M,2009
U V Krishnam Raju,PRAP,0,Not Given,69,86260434,Rajahmundry,21428701,0,M,2009
V Koteswara Rao,BSP,0,Graduate Professional,43,3147000,Rajahmundry,0,0,M,2009
V Nageswara Rao,IND,0,Graduate Professional,46,19027716,Rajahmundry,175000,0,M,2009
Annayyagari Sai Prathap,INC,0,12th Pass,64,6233245,Rajampet,605031,1,M,2009
Adi Narayana Reddy .V,BSSP,0,Graduate Professional,40,4379300,Rajampet,1140000,0,M,2009
Allapureddy. Harinatha Reddy,BJP,0,Graduate Professional,69,120228299,Rajampet,3490666,0,M,2009
Asadi Venkatadri,IND,0,12th Pass,41,2930000,Rajampet,130000,0,M,2009
B. Krishnappa,IND,0,10th Pass,32,650000,Rajampet,250000,0,M,2009
D.A. Srinivas,PRAP,1,Graduate Professional,36,670119543,Rajampet,375816032,0,M,2009
Dr. Arava. Venkata Subba Reddy,PPOI,0,Not Given,38,9349125,Rajampet,3288000,0,M,2009
Haji Mohammad Azam,IND,0,10th Pass,82,3000000,Rajampet,0,0,M,2009
Indra Prakash,IND,0,Graduate Professional,32,950000,Rajampet,0,0,M,2009
Kasthuri Obaiah Naidu,IND,0,10th Pass,55,1223000,Rajampet,120000,0,M,2009
Nageswara Rao Edagottu,LSP,0,Graduate Professional,38,543030,Rajampet,13000,0,M,2009
Pula Raghu,IND,0,10th Pass,44,,Rajampet,0,0,M,2009
Ramesh Kumar Reddy Reddappagari,TDP,0,Post Graduate,44,21688385,Rajampet,3679156,0,M,2009
Shaik Ameen Peeran,ANC,0,Graduate Professional,39,140000,Rajampet,40000,0,M,2009
Sunkara Sreenivas,BSP,0,Graduate Professional,42,21329775,Rajampet,0,0,M,2009
Anjan Kumar Yadav,INC,0,12th Pass,47,20620697,Secunderabad,1500000,1,M,2009
Abdus Sattar Mujahed,MUL,0,Graduate,41,1139000,Secunderabad,0,0,M,2009
Ambati Krishna Murthi,IND,0,Not Given,50,235000,Secunderabad,400000,0,M,2009
B. Dattatreya,BJP,0,Graduate,61,79280671,Secunderabad,750000,0,M,2009
B. Gopala Krishna,IND,0,8th Pass,42,,Secunderabad,0,0,M,2009
Baber Ali Khan,IND,0,8th Pass,53,120000,Secunderabad,0,0,M,2009
C.V.L Narasimha Rao,LSP,0,Graduate Professional,54,3370000,Secunderabad,150000,0,M,2009
Ch.Murahari,IND,0,Not Given,49,,Secunderabad,0,0,M,2009
Devi Das Rao Ghodke,IND,0,Not Given,63,530626,Secunderabad,0,0,M,2009
Dr. D. Sravan Kumar,PRAP,0,Doctorate,41,5896000,Secunderabad,65313,0,M,2009
G. Rajaiah,IND,0,Graduate,48,63056,Secunderabad,35271,0,M,2009
Indad Jah,ANC,0,Not Given,64,25000,Secunderabad,0,0,M,2009
K. Srinivasa Chari,IND,0,Not Given,49,25000,Secunderabad,20000,0,M,2009
Lellapalli Aseervadam,IND,0,Graduate,51,1300000,Secunderabad,0,0,M,2009
M. Bhagya Matha,IND,0,10th Pass,38,25000,Secunderabad,650000,0,F,2009
M. Venkatesh,BSP,0,12th Pass,32,2470000,Secunderabad,745000,0,M,2009
Md. Ali,TRS,0,Graduate,55,13105000,Secunderabad,460990,0,M,2009
Md. Osman Qureshee,Ajeya Bharat Party,0,5th Pass,35,3050000,Secunderabad,0,0,M,2009
P.Damodar Reddy,PPOI,0,10th Pass,49,10595000,Secunderabad,0,0,M,2009
Polishetty Ram Mohan,Samata Party,0,Graduate Professional,57,160000,Secunderabad,0,0,M,2009
S.Devaiah,TNPP,0,Graduate,59,1988000,Secunderabad,0,0,M,2009
Shiraz Khan,UWF,0,12th Pass,39,85000,Secunderabad,110000,0,F,2009
Srinivasa Sudhish Rambhotla,TDP,0,Graduate Professional,40,178833380,Secunderabad,0,0,M,2009
K. Krupa Rani,INC,0,Graduate Professional,47,18491160,Srikakulam,2642781,1,F,2009
D. Ravindra Babu,BJP,0,Post Graduate,38,8873562,Srikakulam,1768484,0,M,2009
K. Yerran Naidu,TDP,0,Graduate Professional,51,6721697,Srikakulam,0,0,M,2009
Nanda Prasada Rao,PPOI,0,Post Graduate,37,660000,Srikakulam,0,0,M,2009
T Sudhakar Rao,BSP,0,Post Graduate,57,423273,Srikakulam,0,0,M,2009
V. Kalyani,PRAP,0,Post Graduate,29,3300000,Srikakulam,1800000,0,F,2009
Chinta Mohan,INC,0,Graduate Professional,54,5512900,Tirupati,557719,1,M,2009
Degala Suryanarayana,PPOI,0,Others,34,20000,Tirupati,0,0,M,2009
Dhanasekhar Gundluru,RPI(A),0,12th Pass,41,64000,Tirupati,0,0,M,2009
J Venkateshwarlu,LSP,0,10th Pass,43,1748251,Tirupati,850000,0,M,2009
Kattamanchi Prabhakar,IND,0,Graduate Professional,40,145000,Tirupati,0,0,M,2009
N Venkataswamy,BJP,0,Doctorate,77,18030000,Tirupati,0,0,M,2009
O Venkata Krishna Prasad,IND,0,Doctorate,43,573,Tirupati,0,0,M,2009
V Varaprasada Rao,PRAP,0,Doctorate,55,25242856,Tirupati,0,0,M,2009
Varla Ramaiah,TDP,1,Graduate Professional,58,5308816,Tirupati,300000,0,M,2009
Y Munikrishnaiah,IND,0,Graduate,64,4535120,Tirupati,350000,0,M,2009
L Rajagopal,INC,0,Graduate Professional,45,1222964909,Vijayawada,23967984,1,M,2009
Bolisetty Haribabu,IND,0,Illiterate,46,1277000,Vijayawada,0,0,M,2009
Boppa Venkateswara Rao,IND,0,Graduate,42,654954,Vijayawada,55000,0,M,2009
Chanamolu Rajiv,PRAP,3,Graduate Professional,43,14543149,Vijayawada,0,0,M,2009
D Kishore Kumar,LSP,0,Others,59,25256150,Vijayawada,0,0,M,2009
P Venkateswara Rao,IND,0,8th Pass,41,5000,Vijayawada,0,0,M,2009
Raghava Rao Jakka,PPOI,0,5th Pass,60,56190000,Vijayawada,0,0,M,2009
S Krishna Murthy,IND,0,Graduate,46,899000,Vijayawada,2990000,0,M,2009
V Vamsi Mohan,TDP,2,Post Graduate,38,344978721,Vijayawada,1980716,0,M,2009
D. Purandareshwari,INC,0,Graduate,49,202639034,Visakhapatnam,560000,1,F,2009
Apparao Golagana,IND,0,Graduate Professional,46,7750000,Visakhapatnam,525000,0,M,2009
Bandam Venkat Rao,IND,0,Graduate,32,50000,Visakhapatnam,0,0,M,2009
Bethala Kegiya Rani,BSP(AP),0,5th Pass,26,,Visakhapatnam,0,0,F,2009
D Bharathi,PPOI,0,Graduate,53,3140000,Visakhapatnam,300000,0,F,2009
D V Ramana,TNPP,0,Not Given,37,,Visakhapatnam,0,0,M,2009
D.V. Subba Rao,BJP,0,Graduate Professional,76,25660000,Visakhapatnam,0,0,M,2009
I M Ahmed,BSP,0,Graduate Professional,41,5793700,Visakhapatnam,0,0,M,2009
M.T. Venkateshwara Rao,LSP,0,Graduate Professional,42,11361400,Visakhapatnam,2000000,0,M,2009
Ramesh Lanka,BSSP,0,Not Given,49,9270000,Visakhapatnam,0,0,M,2009
Rangaraju Kalidindi,IND,0,5th Pass,46,,Visakhapatnam,0,0,M,2009
Yaddanapudi Ranga Rao,IND,0,Doctorate,78,6038000,Visakhapatnam,0,0,M,2009
Yalamanchili Prasad,IND,1,Graduate,54,1430000,Visakhapatnam,150000,0,M,2009
B. Jhansi,INC,1,Post Graduate,45,22951539,Vizianagaram,0,0,M,2009
Dutla Satya Appala Sivananda Raju,LSP,0,Not Given,34,1175000,Vizianagaram,0,0,F,2009
G Chinnam Naidu,BSP,0,Post Graduate,56,5298500,Vizianagaram,10228229,0,M,2009
K. Appala Naidu,TDP,2,Graduate Professional,41,33288500,Vizianagaram,9155485,0,M,2009
K. Ganapathi Rao,PRAP,0,Graduate Professional,52,35000821,Vizianagaram,9200000,0,M,2009
L K Jain,PPOI,0,10th Pass,60,336000,Vizianagaram,2500000,0,M,2009
P. Sanyasi Raju,BJP,0,Graduate Professional,51,63989000,Vizianagaram,6863993,0,M,2009
R Venkata Sathyanarayana,BSSP,0,12th Pass,28,50000,Vizianagaram,0,0,M,2009
V Maheswar Rao,IND,0,10th Pass,35,25000,Vizianagaram,0,0,M,2009
Rajaiah Siricilla,INC,0,Graduate,55,4224704,Warangal,1461167,1,M,2009
Ballepu Venkat Narsinga Rao,LSP,0,Graduate,37,548200,Warangal,0,0,M,2009
D. Sreedhar Rao,IND,0,Post Graduate,37,76000,Warangal,0,0,M,2009
Damera Mogili,IND,0,10th Pass,36,20000,Warangal,0,0,M,2009
Dommati Sambaiah,TDP,4,Graduate,45,2840000,Warangal,700000,0,M,2009
Dr. Chandragiri Rajamouli,PRAP,0,Graduate Professional,49,14160000,Warangal,2285000,0,M,2009
Dubasi Narsing,IND,0,Post Graduate,46,67039,Warangal,0,0,M,2009
Kannam Venkanna,IND,0,Graduate,32,190000,Warangal,80000,0,M,2009
Krishnadhi Srilatha,IND,0,10th Pass,33,111787,Warangal,153000,0,F,2009
Ontela Mondaiah,PPOI,0,Post Graduate,58,200000,Warangal,0,0,M,2009
P.Lalaiah,BSP,0,Post Graduate,65,2352327,Warangal,0,0,M,2009
Pakala Devadanam,IND,0,8th Pass,74,11787,Warangal,0,0,M,2009
Ramagalla Parameshwar,TRS,0,Graduate Professional,55,2335000,Warangal,450000,0,M,2009
Somaiah Ganapuram,IND,0,5th Pass,41,15000,Warangal,0,0,M,2009
Vonteri Jaipal,BJP,0,Post Graduate,63,1950000,Warangal,0,0,M,2009
Suresh Kumar Shetkar,INC,0,Graduate,46,3011999,Zahirabad,0,1,M,2009
Baganna,BJP,0,Others,66,1673500,Zahirabad,0,0,M,2009
Basava Raj Patil,IND,0,Graduate Professional,39,5850000,Zahirabad,255000,0,M,2009
Benjamin Raju,IJP,0,Post Graduate,39,200000,Zahirabad,0,0,M,2009
Chitta Rajeshwar Rao,IND,0,12th Pass,45,1695000,Zahirabad,200000,0,M,2009
M. Ravindra Reddy,LSP,0,Post Graduate,39,1290000,Zahirabad,0,0,M,2009
M. Shiva Kumar,PRAP,2,5th Pass,43,29424500,Zahirabad,500734,0,M,2009
M.Vishnu Mudiraj,BSP,0,10th Pass,35,1705000,Zahirabad,1400000,0,M,2009
Powar Singh Hatti Singh,IND,0,10th Pass,36,350000,Zahirabad,0,0,M,2009
Syed Yousuf Ali,TRS,1,12th Pass,54,32900000,Zahirabad,0,0,M,2009
Ninong Ering,INC,0,Graduate,50,104320000,Arunachal East,1251784,1,M,2009
Dr. Samson Borang,PPA,0,Graduate,33,2474000,Arunachal East,0,0,M,2009
Lowangcha Wanglat,Arunachal Congress,0,Graduate,66,26760000,Arunachal East,0,0,M,2009
Tapir Gao,BJP,0,Post Graduate,48,18520000,Arunachal East,0,0,M,2009
Takam Sanjoy,INC,0,Graduate,42,24137021,Arunachal West,0,1,M,2009
Kiren Rijiju,BJP,0,Graduate Professional,37,8295139,Arunachal West,9500,0,M,2009
Subu Kechi,IND,2,Graduate Professional,36,1000,Arunachal West,0,0,M,2009
Taba Taku,LB,0,Graduate,25,10000,Arunachal West,0,0,M,2009
Biren Singh Engti,INC,0,Post Graduate,69,25297068,Autonomous District,0,1,M,2009
Dr. Jayanta Rongpi,CPI(ML)(L),0,Post Graduate,54,3306831,Autonomous District,0,0,M,2009
Elwin Teron,Autonomous State Demand Committee,0,Post Graduate,48,828169,Autonomous District,0,0,M,2009
Hiddhinath Rongpi,NCP,0,Graduate,45,1617930,Autonomous District,0,0,M,2009
Kabon Timungpi,IND,0,10th Pass,56,75000,Autonomous District,0,0,M,2009
Kulendra Daulagupu,BJP,1,Post Graduate,36,1682919,Autonomous District,0,0,M,2009
Ismail Hussain,INC,0,Post Graduate,55,9931726,Barpeta,0,1,M,2009
Abdul Kaddus,SP,0,10th Pass,35,199000,Barpeta,0,0,M,2009
Abdul Kader,IND,0,Graduate,41,214000,Barpeta,0,0,M,2009
Abdus Samad Ahmed,AUDF,2,Post Graduate,41,1641461,Barpeta,0,0,M,2009
Abu Chand Mahmmad,RPI(A),0,Others,63,300000,Barpeta,0,0,M,2009
Bhadreswar Das,IND,0,10th Pass,40,789000,Barpeta,0,0,M,2009
Bhupen Ray,AGP,0,Graduate,49,5271487,Barpeta,0,0,M,2009
Dewan Joynal Abedin,IND,0,Post Graduate,65,1254748,Barpeta,45131,0,M,2009
Durgeswar Deka,CPM,0,Post Graduate,54,33000,Barpeta,0,0,M,2009
Golap Hussain Mazumder,IND,0,Post Graduate,35,50000,Barpeta,0,0,M,2009
Kandarpa Lahkar,RVNP,0,Graduate,53,6692000,Barpeta,1218632,0,M,2009
Md. Amir Ali,RJD,0,Post Graduate,42,2711656,Barpeta,23000,0,M,2009
Md. Dilir Khan,MUL,0,Graduate,42,50200,Barpeta,0,0,M,2009
Muij Uddin Mahmud,LJP,0,Graduate Professional,52,3228904,Barpeta,0,0,M,2009
Badruddin Ajmal,AUDF,0,Literate,54,303520991,Dhubri,0,1,M,2009
Alok Sen,SP,0,Graduate,37,1199442,Dhubri,0,0,M,2009
Anwar Hussain,INC,0,Graduate Professional,62,1285167,Dhubri,679449,0,M,2009
Arun Das,RWS,0,10th Pass,39,59900,Dhubri,0,0,M,2009
Minhar Ali Mandal,IND,0,Post Graduate,61,1455000,Dhubri,0,0,M,2009
Nur Mahammad,IND,0,Graduate Professional,61,576834,Dhubri,0,0,M,2009
Shahjahan Ali,IND,0,Post Graduate,39,2839317,Dhubri,0,0,M,2009
Soleman Ali,IND,0,Graduate,45,540879,Dhubri,0,0,M,2009
Tripti Kana Mazumdar Choudhury,IND,0,10th Pass,45,118000,Dhubri,314028,0,F,2009
Sri Paban Singh Ghatowar,INC,0,Graduate,61,9797014,Dibrugarh,0,1,M,2009
Francis Dhan,IND,0,Post Graduate,40,11500,Dibrugarh,0,0,M,2009
Imtiaz Hussain,IND,0,Graduate,31,218500,Dibrugarh,0,0,M,2009
Lakhi Charan Swansi,IND,0,Literate,34,245000,Dibrugarh,0,0,M,2009
Niharika Borpatra Gohain Gogoi,JMM,0,Graduate,30,353000,Dibrugarh,0,0,F,2009
